,agency_cd,site_no,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean
1991-05-24,USGS,02204070,136,7.9,7.7,7.8,,,
1991-05-25,USGS,02204070,127,7.8,7.6,7.7,,,
1991-05-26,USGS,02204070,122,7.8,7.5,7.6,,,
1991-05-27,USGS,02204070,641,7.8,6.4,7.4,,,
1991-05-28,USGS,02204070,1090,7.7,6.8,7.2,,,
1991-05-29,USGS,02204070,401,7.4,6.6,7.0,,,
1991-05-30,USGS,02204070,318,7.6,7.1,7.4,,,
1991-05-31,USGS,02204070,225,7.6,7.2,7.4,,,
1991-06-01,USGS,02204070,501,7.5,6.5,7.2,,,
1991-06-02,USGS,02204070,555,7.2,6.7,7.0,,,
1991-06-03,USGS,02204070,257,7.4,7.1,7.2,,,
1991-06-04,USGS,02204070,211,7.3,7.1,7.2,,,
1991-06-05,USGS,02204070,250,7.5,7.2,7.4,,,
1991-06-06,USGS,02204070,190,7.9,7.4,7.7,,,
1991-06-07,USGS,02204070,175,8.1,7.7,7.9,,,
1991-06-08,USGS,02204070,169,8.3,7.6,8.0,,,
1991-06-09,USGS,02204070,165,8.1,7.4,7.8,,,
1991-06-10,USGS,02204070,159,8.2,7.5,7.8,,,
1991-06-11,USGS,02204070,155,8.3,7.5,7.8,,,
1991-06-12,USGS,02204070,152,8.3,7.4,7.7,,,
1991-06-13,USGS,02204070,168,8.3,7.3,7.7,,,
1991-06-14,USGS,02204070,235,7.6,7.1,7.4,,,
1991-06-15,USGS,02204070,298,7.8,7.1,7.5,,,
1991-06-16,USGS,02204070,203,7.6,7.3,7.4,,,
1991-06-17,USGS,02204070,217,7.8,7.2,7.5,,,
1991-06-18,USGS,02204070,348,7.4,7.1,7.3,,,
1991-06-19,USGS,02204070,681,7.2,4.6,6.5,,,
1991-06-20,USGS,02204070,485,7.4,7.1,7.3,,,
1991-06-21,USGS,02204070,335,7.2,7.1,7.1,,,
1991-06-22,USGS,02204070,657,7.3,6.6,7.0,,,
1991-06-23,USGS,02204070,397,7.4,6.8,7.1,,,
1991-06-24,USGS,02204070,543,7.5,6.8,6.9,,,
1991-06-25,USGS,02204070,637,7.7,7.2,7.4,,,
1991-06-26,USGS,02204070,1790,8.1,7.4,7.7,,,
1991-06-27,USGS,02204070,776,7.9,7.6,7.8,,,
1991-06-28,USGS,02204070,402,7.8,7.6,7.8,,,
1991-06-29,USGS,02204070,338,7.5,7.2,7.4,,,
1991-06-30,USGS,02204070,233,7.5,7.1,7.3,,,
1991-07-01,USGS,02204070,204,7.3,7.0,7.2,,,
1991-07-02,USGS,02204070,218,7.3,6.7,7.1,,,
1991-07-03,USGS,02204070,374,7.2,6.9,7.0,,,
1991-07-04,USGS,02204070,338,7.2,6.7,7.0,,,
1991-07-05,USGS,02204070,659,7.0,6.3,6.7,,,
1991-07-06,USGS,02204070,248,7.0,6.6,6.8,,,
1991-07-07,USGS,02204070,200,7.0,6.7,6.9,,,
1991-07-08,USGS,02204070,219,7.0,6.7,6.9,,,
1991-07-09,USGS,02204070,239,7.1,6.6,6.9,,,
1991-07-10,USGS,02204070,197,6.9,6.4,6.6,,,
1991-07-11,USGS,02204070,576,6.7,5.6,6.2,,,
1991-07-12,USGS,02204070,215,6.8,6.4,6.6,,,
1991-07-13,USGS,02204070,179,6.7,6.3,6.5,,,
1991-07-14,USGS,02204070,162,6.6,6.1,6.4,,,
1991-07-15,USGS,02204070,166,7.0,6.3,6.7,,,
1991-07-16,USGS,02204070,311,7.1,6.8,7.0,,,
1991-07-17,USGS,02204070,1150,7.4,6.0,6.9,,,
1991-07-18,USGS,02204070,1620,7.3,6.4,6.9,,,
1991-07-19,USGS,02204070,586,7.5,6.4,7.1,,,
1991-07-20,USGS,02204070,958,6.9,6.0,6.6,,,
1991-07-21,USGS,02204070,276,7.0,6.7,6.9,,,
1991-07-22,USGS,02204070,299,7.1,6.5,6.8,,,
1991-07-23,USGS,02204070,206,6.9,6.5,6.7,,,
1991-07-24,USGS,02204070,230,6.8,6.6,6.7,,,
1991-07-25,USGS,02204070,312,7.0,6.7,6.9,,,
1991-07-26,USGS,02204070,377,7.2,6.5,7.0,,,
1991-07-27,USGS,02204070,490,6.9,6.6,6.8,,,
1991-07-28,USGS,02204070,294,7.3,6.9,7.0,,,
1991-07-29,USGS,02204070,210,7.1,6.9,7.0,,,
1991-07-30,USGS,02204070,204,7.1,6.9,7.0,,,
1991-07-31,USGS,02204070,260,7.2,6.6,6.9,,,
1991-08-01,USGS,02204070,197,7.0,6.6,6.8,,,
1991-08-02,USGS,02204070,209,7.0,6.7,6.9,,,
1991-08-03,USGS,02204070,170,7.1,6.7,6.9,,,
1991-08-04,USGS,02204070,161,7.1,6.7,6.9,,,
1991-08-05,USGS,02204070,153,7.2,6.6,6.9,,,
1991-08-06,USGS,02204070,155,7.4,6.6,6.9,,,
1991-08-07,USGS,02204070,157,7.5,6.7,6.9,,,
1991-08-08,USGS,02204070,263,6.8,6.4,6.6,,,
1991-08-09,USGS,02204070,170,7.0,6.4,6.7,,,
1991-08-10,USGS,02204070,288,7.1,6.5,6.7,,,
1991-08-11,USGS,02204070,359,7.0,6.5,6.8,,,
1991-08-12,USGS,02204070,532,7.2,6.4,6.7,,,
1991-08-13,USGS,02204070,394,7.1,6.8,6.9,,,
1991-08-14,USGS,02204070,445,7.4,6.5,7.0,,,
1991-08-15,USGS,02204070,455,7.3,6.2,7.0,,,
1991-08-16,USGS,02204070,216,7.3,6.8,7.1,,,
1991-08-17,USGS,02204070,186,7.2,6.8,7.0,,,
1991-08-18,USGS,02204070,314,7.2,6.9,7.0,,,
1991-08-19,USGS,02204070,278,7.0,6.7,6.9,,,
1991-08-20,USGS,02204070,179,7.1,6.7,6.9,,,
1991-08-21,USGS,02204070,160,7.4,7.0,7.2,,,
1991-08-22,USGS,02204070,154,7.4,7.0,7.2,,,
1991-08-23,USGS,02204070,149,7.5,7.0,7.2,,,
1991-08-24,USGS,02204070,145,7.6,7.0,7.2,,,
1991-08-25,USGS,02204070,168,7.4,7.1,7.2,,,
1991-08-26,USGS,02204070,545,7.4,6.8,7.1,,,
1991-08-27,USGS,02204070,223,7.3,7.0,7.1,,,
1991-08-28,USGS,02204070,172,7.3,6.8,7.1,,,
1991-08-29,USGS,02204070,172,7.3,6.8,7.0,,,
1991-08-30,USGS,02204070,814,7.1,6.7,7.0,,,
1991-08-31,USGS,02204070,217,7.2,6.9,7.0,,,
1991-09-01,USGS,02204070,176,7.1,6.6,7.0,,,
1991-09-02,USGS,02204070,2040,7.2,6.3,6.7,,,
1991-09-03,USGS,02204070,322,7.3,7.2,7.3,,,
1991-09-04,USGS,02204070,222,7.5,7.2,7.3,,,
1991-09-05,USGS,02204070,208,7.4,7.0,7.3,,,
1991-09-06,USGS,02204070,179,7.3,7.1,7.2,,,
1991-09-07,USGS,02204070,183,7.5,7.1,7.3,,,
1991-09-08,USGS,02204070,168,7.4,7.1,7.2,,,
1991-09-09,USGS,02204070,159,7.6,7.1,7.3,,,
1991-09-10,USGS,02204070,150,7.9,7.3,7.5,,,
1991-09-11,USGS,02204070,147,7.9,7.3,7.6,,,
1991-09-12,USGS,02204070,142,7.9,7.1,7.4,,,
1991-09-13,USGS,02204070,139,7.9,7.1,7.4,,,
1991-09-14,USGS,02204070,137,8.1,7.0,7.4,,,
1991-09-15,USGS,02204070,144,8.0,6.7,7.3,,,
1991-09-16,USGS,02204070,135,8.1,6.6,7.1,,,
1991-09-17,USGS,02204070,141,8.0,6.6,7.2,,,
1991-09-18,USGS,02204070,153,7.4,6.7,7.0,,,
1991-09-19,USGS,02204070,155,7.3,6.7,7.0,,,
1991-09-20,USGS,02204070,204,7.4,6.6,7.0,,,
1991-09-21,USGS,02204070,134,8.1,7.3,7.6,,,
1991-09-22,USGS,02204070,128,8.4,7.6,7.9,,,
1991-09-23,USGS,02204070,128,8.4,7.6,8.0,,,
1991-09-24,USGS,02204070,128,8.3,7.6,7.9,,,
1991-09-25,USGS,02204070,867,7.7,6.9,7.4,,,
1991-09-26,USGS,02204070,297,8.2,7.7,8.0,,,
1991-09-27,USGS,02204070,180,8.6,7.8,8.2,,,
1991-09-28,USGS,02204070,164,8.0,7.5,7.8,,,
1991-09-29,USGS,02204070,148,8.2,7.6,7.9,,,
1991-09-30,USGS,02204070,136,8.5,7.7,8.1,,,
1991-10-01,USGS,02204070,129,8.5,7.8,8.2,,,
1991-10-02,USGS,02204070,136,8.2,7.7,7.9,,,
1991-10-03,USGS,02204070,133,7.9,7.4,7.7,,,
1991-10-04,USGS,02204070,127,8.2,7.4,7.7,,,
1991-10-05,USGS,02204070,128,8.0,7.4,7.7,,,
1991-10-06,USGS,02204070,129,8.4,7.5,7.9,,,
1991-10-07,USGS,02204070,119,8.8,7.9,8.4,,,
1991-10-08,USGS,02204070,116,9.2,8.2,8.7,,,
1991-10-09,USGS,02204070,116,9.2,8.4,8.8,,,
1991-10-10,USGS,02204070,117,9.0,8.2,8.6,,,
1991-10-11,USGS,02204070,117,8.8,8.0,8.4,,,
1991-10-12,USGS,02204070,116,8.8,8.0,8.3,,,
1991-10-13,USGS,02204070,114,9.0,8.1,8.5,,,
1991-10-14,USGS,02204070,114,9.3,8.2,8.7,,,
1991-10-15,USGS,02204070,128,8.6,8.2,8.4,,,
1991-10-16,USGS,02204070,151,8.7,8.3,8.5,,,
1991-10-17,USGS,02204070,123,9.2,8.4,8.7,,,
1991-10-18,USGS,02204070,112,9.6,8.5,8.9,,,
1991-10-19,USGS,02204070,113,9.5,8.4,8.9,,,
1991-10-20,USGS,02204070,113,9.3,8.2,8.7,,,
1991-10-21,USGS,02204070,113,9.2,8.2,8.5,,,
1991-10-22,USGS,02204070,111,9.0,8.1,8.4,,,
1991-10-23,USGS,02204070,119,8.9,8.0,8.3,,,
1991-10-24,USGS,02204070,117,8.5,7.7,8.1,,,
1991-10-25,USGS,02204070,117,8.3,7.5,7.8,,,
1991-10-26,USGS,02204070,115,8.2,7.4,7.6,,,
1991-10-27,USGS,02204070,117,8.1,7.3,7.6,,,
1991-10-28,USGS,02204070,117,8.3,7.3,7.7,,,
1991-10-29,USGS,02204070,113,8.3,7.4,7.7,,,
1991-10-30,USGS,02204070,110,8.7,7.6,8.0,,,
1991-10-31,USGS,02204070,112,8.8,7.9,8.2,,,
1991-11-01,USGS,02204070,228,8.2,7.6,8.0,,,
1991-11-02,USGS,02204070,276,7.7,6.5,7.2,,,
1991-11-03,USGS,02204070,133,8.9,7.8,8.5,,,
1991-11-04,USGS,02204070,122,9.7,8.9,9.3,,,
1991-11-05,USGS,02204070,120,10.2,9.5,9.8,,,
1991-11-06,USGS,02204070,122,10.2,9.5,9.8,,,
1991-11-07,USGS,02204070,133,10.3,9.6,9.9,,,
1991-11-08,USGS,02204070,122,9.7,9.3,9.5,,,
1991-11-09,USGS,02204070,119,10.1,9.4,9.7,,,
1991-11-10,USGS,02204070,125,9.9,9.3,9.6,,,
1991-11-11,USGS,02204070,124,10.0,9.4,9.6,,,
1991-11-12,USGS,02204070,118,10.3,9.5,9.8,,,
1991-11-13,USGS,02204070,117,10.4,9.4,9.8,,,
1991-11-14,USGS,02204070,118,10.2,9.3,9.7,,,
1991-11-15,USGS,02204070,118,9.9,9.0,9.4,,,
1991-11-16,USGS,02204070,118,9.6,8.7,9.2,,,
1991-11-17,USGS,02204070,121,9.4,8.6,8.9,,,
1991-11-18,USGS,02204070,122,8.8,7.1,8.6,,,
1991-11-19,USGS,02204070,120,9.2,8.6,8.9,,,
1991-11-20,USGS,02204070,121,8.8,8.3,8.6,,,
1991-11-21,USGS,02204070,330,8.3,6.5,8.1,,,
1991-11-22,USGS,02204070,1440,8.4,6.4,7.8,,,
1991-11-23,USGS,02204070,256,9.1,8.4,8.8,,,
1991-11-24,USGS,02204070,169,9.6,9.1,9.3,,,
1991-11-25,USGS,02204070,164,10.4,9.6,10.1,,,
1991-11-26,USGS,02204070,158,10.6,10.3,10.4,,,
1991-11-27,USGS,02204070,142,10.6,10.2,10.4,,,
1991-11-28,USGS,02204070,137,10.8,10.2,10.5,,,
1991-11-29,USGS,02204070,134,10.4,9.7,10.2,,,
1991-11-30,USGS,02204070,133,9.7,9.0,9.5,,,
1991-12-01,USGS,02204070,135,9.1,8.3,8.8,,,
1991-12-02,USGS,02204070,135,8.3,7.9,8.2,,,
1991-12-03,USGS,02204070,760,8.3,7.1,7.9,,,
1991-12-04,USGS,02204070,383,9.8,8.4,9.1,,,
1991-12-05,USGS,02204070,181,10.5,9.8,10.2,,,
1991-12-06,USGS,02204070,157,10.8,10.5,10.6,,,
1991-12-07,USGS,02204070,148,10.7,10.3,10.5,,,
1991-12-08,USGS,02204070,145,10.5,10.0,10.3,,,
1991-12-09,USGS,02204070,147,10.0,9.2,9.6,,,
1991-12-10,USGS,02204070,191,9.5,9.1,9.3,,,
1991-12-11,USGS,02204070,155,9.7,9.1,9.3,,,
1991-12-12,USGS,02204070,147,10.1,9.6,9.9,,,
1991-12-13,USGS,02204070,140,9.7,9.1,9.5,,,
1991-12-14,USGS,02204070,293,9.2,9.0,9.1,,,
1991-12-15,USGS,02204070,212,10.6,9.3,10.0,,,
1991-12-16,USGS,02204070,150,11.3,10.6,11.0,,,
1991-12-17,USGS,02204070,149,11.7,11.2,11.4,,,
1991-12-18,USGS,02204070,142,11.5,11.1,11.3,,,
1991-12-19,USGS,02204070,134,11.9,11.3,11.6,,,
1991-12-20,USGS,02204070,132,12.2,11.0,11.7,,,
1991-12-21,USGS,02204070,134,11.9,10.8,11.3,,,
1991-12-22,USGS,02204070,136,10.9,9.8,10.4,,,
1991-12-23,USGS,02204070,137,9.9,9.4,9.7,,,
1991-12-24,USGS,02204070,181,9.9,9.5,9.7,,,
1991-12-25,USGS,02204070,142,10.5,9.8,10.2,,,
1991-12-26,USGS,02204070,135,10.9,10.4,10.6,,,
1991-12-27,USGS,02204070,133,10.7,10.1,10.4,,,
1991-12-28,USGS,02204070,632,10.7,9.8,10.3,,,
1991-12-29,USGS,02204070,509,10.8,10.6,10.7,,,
1991-12-30,USGS,02204070,210,10.8,10.6,10.7,,,
1991-12-31,USGS,02204070,190,11.1,10.8,10.9,,,
1992-01-01,USGS,02204070,179,11.1,10.8,11.0,,,
1992-01-02,USGS,02204070,310,10.9,10.6,10.7,,,
1992-01-03,USGS,02204070,1600,10.6,10.2,10.3,,,
1992-01-04,USGS,02204070,388,10.3,10.0,10.2,,,
1992-01-05,USGS,02204070,248,10.2,10.0,10.1,,,
1992-01-06,USGS,02204070,213,10.1,10.0,10.0,,,
1992-01-07,USGS,02204070,206,10.6,10.1,10.4,,,
1992-01-08,USGS,02204070,198,10.7,10.5,10.6,,,
1992-01-09,USGS,02204070,207,10.5,10.1,10.2,,,
1992-01-10,USGS,02204070,187,10.4,10.1,10.2,,,
1992-01-11,USGS,02204070,164,11.0,10.5,10.7,,,
1992-01-12,USGS,02204070,161,11.0,10.5,10.8,,,
1992-01-13,USGS,02204070,178,10.6,9.5,10.0,,,
1992-01-14,USGS,02204070,194,10.0,9.4,9.6,,,
1992-01-15,USGS,02204070,163,10.7,10.0,10.4,,,
1992-01-16,USGS,02204070,150,11.4,10.7,11.1,,,
1992-01-17,USGS,02204070,147,12.0,11.5,11.7,,,
1992-01-18,USGS,02204070,152,11.7,11.2,11.5,,,
1992-01-19,USGS,02204070,210,12.2,11.5,11.8,,,
1992-01-20,USGS,02204070,234,12.1,11.8,11.9,,,
1992-01-21,USGS,02204070,188,11.8,11.4,11.6,,,
1992-01-22,USGS,02204070,172,11.5,11.0,11.3,,,
1992-01-23,USGS,02204070,2130,11.0,9.9,10.4,,,
1992-01-24,USGS,02204070,698,10.5,10.0,10.2,,,
1992-01-25,USGS,02204070,309,10.9,10.4,10.7,,,
1992-01-26,USGS,02204070,244,10.5,10.4,10.4,,,
1992-01-27,USGS,02204070,219,10.4,10.2,10.3,,,
1992-01-28,USGS,02204070,229,10.3,10.1,10.2,,,
1992-01-29,USGS,02204070,216,10.2,9.8,10.1,,,
1992-01-30,USGS,02204070,189,9.9,9.7,9.8,,,
1992-01-31,USGS,02204070,180,10.0,9.7,9.9,,,
1992-02-01,USGS,02204070,172,10.3,9.9,10.1,,,
1992-02-02,USGS,02204070,165,10.7,10.2,10.4,,,
1992-02-03,USGS,02204070,162,10.6,10.3,10.5,,,
1992-02-04,USGS,02204070,159,10.7,10.3,10.6,,,
1992-02-05,USGS,02204070,162,10.4,10.0,10.2,,,
1992-02-06,USGS,02204070,212,10.4,10.1,10.2,,,
1992-02-07,USGS,02204070,173,10.5,10.0,10.2,,,
1992-02-08,USGS,02204070,153,10.7,10.2,10.4,,,
1992-02-09,USGS,02204070,148,11.1,10.7,10.8,,,
1992-02-10,USGS,02204070,147,11.3,11.0,11.1,,,
1992-02-11,USGS,02204070,145,11.1,10.5,10.9,,,
1992-02-12,USGS,02204070,144,11.0,10.4,10.7,,,
1992-02-13,USGS,02204070,146,10.5,10.1,10.3,,,
1992-02-14,USGS,02204070,153,10.5,10.1,10.3,,,
1992-02-15,USGS,02204070,805,10.1,9.2,9.7,,,
1992-02-16,USGS,02204070,515,9.7,9.4,9.6,,,
1992-02-17,USGS,02204070,801,10.6,9.7,10.1,,,
1992-02-18,USGS,02204070,869,10.6,10.3,10.5,,,
1992-02-19,USGS,02204070,340,10.3,9.7,10.1,,,
1992-02-20,USGS,02204070,251,10.0,9.7,9.9,,,
1992-02-21,USGS,02204070,214,10.4,10.0,10.2,,,
1992-02-22,USGS,02204070,202,10.3,9.9,10.1,,,
1992-02-23,USGS,02204070,550,9.9,9.0,9.4,,,
1992-02-24,USGS,02204070,338,9.2,8.6,9.0,,,
1992-02-25,USGS,02204070,835,9.3,8.5,8.9,,,
1992-02-26,USGS,02204070,1930,9.3,8.5,8.8,,,
1992-02-27,USGS,02204070,513,9.8,9.3,9.6,,,
1992-02-28,USGS,02204070,337,9.9,9.5,9.8,,,
1992-02-29,USGS,02204070,283,9.5,9.3,9.4,,,
1992-03-01,USGS,02204070,239,9.6,9.3,9.5,,,
1992-03-02,USGS,02204070,221,9.7,9.3,9.5,,,
1992-03-03,USGS,02204070,210,9.6,9.2,9.3,,,
1992-03-04,USGS,02204070,204,9.2,8.9,9.1,,,
1992-03-05,USGS,02204070,199,9.2,8.9,9.0,,,
1992-03-06,USGS,02204070,674,9.2,8.8,9.0,,,
1992-03-07,USGS,02204070,365,8.9,8.6,8.8,,,
1992-03-08,USGS,02204070,244,9.1,8.6,8.9,,,
1992-03-09,USGS,02204070,218,9.1,8.8,8.9,,,
1992-03-10,USGS,02204070,533,9.0,8.4,8.8,,,
1992-03-11,USGS,02204070,379,10.7,8.6,9.6,,,
1992-03-12,USGS,02204070,244,10.7,10.1,10.4,,,
1992-03-13,USGS,02204070,217,10.5,9.8,10.2,,,
1992-03-14,USGS,02204070,206,10.2,9.4,9.8,,,
1992-03-15,USGS,02204070,199,9.7,9.4,9.5,,,
1992-03-16,USGS,02204070,190,10.1,9.6,9.8,,,
1992-03-17,USGS,02204070,184,10.1,9.3,9.7,,,
1992-03-18,USGS,02204070,184,9.4,9.2,9.3,,,
1992-03-19,USGS,02204070,538,9.2,7.4,8.5,,,
1992-03-20,USGS,02204070,235,9.0,8.2,8.7,,,
1992-03-21,USGS,02204070,202,9.7,8.9,9.3,,,
1992-03-22,USGS,02204070,204,9.8,9.3,9.5,,,
1992-03-23,USGS,02204070,1120,9.7,9.1,9.5,,,
1992-03-24,USGS,02204070,317,10.2,9.5,9.9,,,
1992-03-25,USGS,02204070,297,10.5,9.8,10.1,,,
1992-03-26,USGS,02204070,442,10.4,9.8,10.2,,,
1992-03-27,USGS,02204070,263,9.8,9.5,9.7,,,
1992-03-28,USGS,02204070,227,10.1,9.5,9.8,,,
1992-03-29,USGS,02204070,213,10.0,9.6,9.9,,,
1992-03-30,USGS,02204070,294,9.9,9.5,9.7,,,
1992-03-31,USGS,02204070,322,9.5,9.2,9.3,,,
1992-04-01,USGS,02204070,220,9.8,9.2,9.5,,,
1992-04-02,USGS,02204070,206,10.1,9.6,9.8,,,
1992-04-03,USGS,02204070,192,10.4,9.8,10.1,,,
1992-04-04,USGS,02204070,188,10.3,9.5,9.9,,,
1992-04-05,USGS,02204070,181,10.1,9.3,9.7,,,
1992-04-06,USGS,02204070,174,9.9,9.4,9.6,,,
1992-04-07,USGS,02204070,238,9.6,9.4,9.5,,,
1992-04-08,USGS,02204070,242,9.5,8.5,9.2,,,
1992-04-09,USGS,02204070,185,9.3,8.4,8.8,,,
1992-04-10,USGS,02204070,178,9.3,8.2,8.7,,,
1992-04-11,USGS,02204070,183,8.8,8.1,8.3,,,
1992-04-12,USGS,02204070,208,8.3,7.8,8.0,,,
1992-04-13,USGS,02204070,181,8.7,7.8,8.2,,,
1992-04-14,USGS,02204070,159,8.9,7.8,8.3,,,
1992-04-15,USGS,02204070,170,8.8,7.8,8.2,,,
1992-04-16,USGS,02204070,173,8.6,7.6,8.0,,,
1992-04-17,USGS,02204070,154,8.6,7.5,7.9,,,
1992-04-18,USGS,02204070,153,8.7,7.5,8.0,,,
1992-04-19,USGS,02204070,153,8.3,7.5,7.8,,,
1992-04-20,USGS,02204070,154,8.4,7.6,7.9,,,
1992-04-21,USGS,02204070,291,7.8,7.2,7.5,,,
1992-04-22,USGS,02204070,208,8.2,7.3,7.7,,,
1992-04-23,USGS,02204070,163,8.3,7.4,7.8,,,
1992-04-24,USGS,02204070,146,8.3,7.5,7.8,,,
1992-04-25,USGS,02204070,168,8.3,7.4,7.8,,,
1992-04-26,USGS,02204070,140,8.8,7.8,8.3,,,
1992-04-27,USGS,02204070,135,9.6,8.7,9.1,,,
1992-04-28,USGS,02204070,134,9.8,8.8,9.3,,,
1992-04-29,USGS,02204070,132,10.0,9.0,9.4,,,
1992-04-30,USGS,02204070,132,9.6,8.5,9.1,,,
1992-05-01,USGS,02204070,126,9.3,8.0,8.7,,,
1992-05-02,USGS,02204070,126,9.0,7.7,8.3,,,
1992-05-03,USGS,02204070,123,8.6,7.4,7.8,,,
1992-05-04,USGS,02204070,120,8.5,7.4,7.8,,,
1992-05-05,USGS,02204070,117,8.8,7.6,8.0,,,
1992-05-06,USGS,02204070,126,8.7,7.9,8.3,,,
1992-05-07,USGS,02204070,134,9.1,8.4,8.8,,,
1992-05-08,USGS,02204070,126,9.2,8.9,9.0,,,
1992-05-09,USGS,02204070,133,9.5,8.4,9.0,,,
1992-05-10,USGS,02204070,120,9.0,7.8,8.5,,,
1992-05-11,USGS,02204070,115,8.9,7.8,8.2,,,
1992-05-12,USGS,02204070,115,8.7,7.7,8.1,,,
1992-05-13,USGS,02204070,268,8.1,6.5,7.6,,,
1992-05-14,USGS,02204070,222,8.0,7.4,7.7,,,
1992-05-15,USGS,02204070,127,7.9,7.2,7.5,,,
1992-05-16,USGS,02204070,116,7.9,7.3,7.5,,,
1992-05-17,USGS,02204070,113,8.1,7.2,7.6,,,
1992-05-18,USGS,02204070,111,8.2,7.1,7.6,,,
1992-05-19,USGS,02204070,107,8.4,7.1,7.6,,,
1992-05-20,USGS,02204070,149,7.9,7.1,7.5,,,
1992-05-21,USGS,02204070,126,8.0,7.2,7.5,,,
1992-05-22,USGS,02204070,113,8.3,7.3,7.7,,,
1992-05-23,USGS,02204070,103,8.6,7.4,7.9,,,
1992-05-24,USGS,02204070,103,8.5,7.1,7.8,,,
1992-05-25,USGS,02204070,100,8.2,7.0,7.5,,,
1992-05-26,USGS,02204070,101,8.1,7.0,7.6,,,
1992-05-27,USGS,02204070,98.0,8.6,7.5,7.9,,,
1992-05-28,USGS,02204070,96.0,8.3,7.4,7.8,,,
1992-05-29,USGS,02204070,104,8.1,7.7,7.9,,,
1992-05-30,USGS,02204070,144,8.6,8.0,8.2,,,
1992-05-31,USGS,02204070,126,8.5,7.6,8.0,,,
1992-06-01,USGS,02204070,103,8.6,7.6,8.1,,,
1992-06-02,USGS,02204070,99.0,9.0,7.8,8.3,,,
1992-06-03,USGS,02204070,282,8.1,7.8,7.9,,,
1992-06-04,USGS,02204070,1150,7.9,6.4,7.4,,,
1992-06-05,USGS,02204070,302,7.9,7.5,7.7,,,
1992-06-06,USGS,02204070,175,7.7,7.3,7.6,,,
1992-06-07,USGS,02204070,147,7.7,7.1,7.5,,,
1992-06-08,USGS,02204070,136,7.6,7.1,7.3,,,
1992-06-09,USGS,02204070,231,7.6,7.1,7.4,,,
1992-06-10,USGS,02204070,227,7.3,6.8,7.1,,,
1992-06-11,USGS,02204070,475,7.2,7.0,7.1,,,
1992-06-12,USGS,02204070,892,,,,,,
1992-06-13,USGS,02204070,228,,,,,,
1992-06-14,USGS,02204070,265,,,,,,
1992-06-15,USGS,02204070,223,7.7,7.3,7.4,,,
1992-06-16,USGS,02204070,173,7.6,7.1,7.4,,,
1992-06-17,USGS,02204070,158,7.4,7.2,7.3,,,
1992-06-18,USGS,02204070,151,7.5,7.1,7.2,,,
1992-06-19,USGS,02204070,229,7.4,6.9,7.2,,,
1992-06-20,USGS,02204070,150,7.2,6.8,6.9,,,
1992-06-21,USGS,02204070,132,7.5,6.9,7.2,,,
1992-06-22,USGS,02204070,125,8.0,7.2,7.6,,,
1992-06-23,USGS,02204070,132,8.3,7.4,7.8,,,
1992-06-24,USGS,02204070,122,8.4,7.2,7.7,,,
1992-06-25,USGS,02204070,109,8.5,7.1,7.6,,,
1992-06-26,USGS,02204070,112,8.5,6.9,7.5,,,
1992-06-27,USGS,02204070,141,7.7,6.7,7.0,,,
1992-06-28,USGS,02204070,126,7.8,6.9,7.2,,,
1992-06-29,USGS,02204070,118,8.1,6.8,7.3,,,
1992-06-30,USGS,02204070,118,7.9,6.9,7.3,,,
1992-07-01,USGS,02204070,283,7.6,6.7,7.1,,,
1992-07-02,USGS,02204070,1340,7.2,6.0,6.8,,,
1992-07-03,USGS,02204070,1410,7.0,6.1,6.8,,,
1992-07-04,USGS,02204070,309,7.3,6.4,6.9,,,
1992-07-05,USGS,02204070,190,7.3,7.0,7.1,,,
1992-07-06,USGS,02204070,207,7.5,6.9,7.2,,,
1992-07-07,USGS,02204070,166,7.5,6.9,7.3,,,
1992-07-08,USGS,02204070,152,7.5,6.9,7.2,,,
1992-07-09,USGS,02204070,140,7.6,7.0,7.2,,,
1992-07-10,USGS,02204070,120,7.7,7.0,7.2,,,
1992-07-11,USGS,02204070,116,7.8,6.9,7.2,,,
1992-07-12,USGS,02204070,114,8.0,6.7,7.2,,,
1992-07-13,USGS,02204070,112,9.8,6.8,8.0,,,
1992-07-14,USGS,02204070,178,7.5,5.8,6.5,,,
1992-07-15,USGS,02204070,127,7.6,6.1,6.9,,,
1992-07-16,USGS,02204070,458,7.1,5.0,6.4,,,
1992-07-17,USGS,02204070,162,7.3,6.6,6.9,,,
1992-07-18,USGS,02204070,215,7.6,6.9,7.2,,,
1992-07-19,USGS,02204070,220,7.4,6.6,7.1,,,
1992-07-20,USGS,02204070,140,7.3,6.6,6.9,,,
1992-07-21,USGS,02204070,127,7.4,6.6,6.9,,,
1992-07-22,USGS,02204070,1070,7.2,4.2,6.4,,,
1992-07-23,USGS,02204070,820,7.4,6.0,7.0,,,
1992-07-24,USGS,02204070,885,7.4,5.9,7.1,,,
1992-07-25,USGS,02204070,216,7.4,6.8,7.2,,,
1992-07-26,USGS,02204070,161,7.2,6.6,7.1,,,
1992-07-27,USGS,02204070,229,7.3,6.5,6.9,,,
1992-07-28,USGS,02204070,265,7.0,6.5,6.8,,,
1992-07-29,USGS,02204070,143,7.3,6.9,7.1,,,
