,agency_cd,site_no,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean
2005-11-02,USGS,02204070,165,,,,5.27,5.23,5.24
2005-11-03,USGS,02204070,162,,,,5.25,5.21,5.23
2005-11-04,USGS,02204070,161,,,,5.24,5.21,5.23
2005-11-05,USGS,02204070,163,,,,5.28,5.22,5.24
2005-11-06,USGS,02204070,163,,,,5.29,5.20,5.24
2005-11-07,USGS,02204070,166,,,,5.29,5.21,5.24
2005-11-08,USGS,02204070,162,,,,5.26,5.21,5.24
2005-11-09,USGS,02204070,164,,,,5.26,5.21,5.24
2005-11-10,USGS,02204070,158,,,,5.25,5.19,5.22
2005-11-11,USGS,02204070,155,,,,5.24,5.20,5.22
2005-11-12,USGS,02204070,158,,,,5.26,5.19,5.22
2005-11-13,USGS,02204070,166,,,,5.30,5.21,5.24
2005-11-14,USGS,02204070,176,,,,5.31,5.23,5.27
2005-11-15,USGS,02204070,174,,,,5.29,5.24,5.27
2005-11-16,USGS,02204070,226,,,,5.70,5.28,5.37
2005-11-17,USGS,02204070,239,,,,5.66,5.31,5.41
2005-11-18,USGS,02204070,176,,,,5.32,5.24,5.27
2005-11-19,USGS,02204070,168,,,,5.29,5.23,5.25
2005-11-20,USGS,02204070,172,,,,5.38,5.23,5.26
2005-11-21,USGS,02204070,621,,,,7.02,5.38,5.97
2005-11-22,USGS,02204070,838,,,,7.02,5.64,6.23
2005-11-23,USGS,02204070,277,,,,5.64,5.43,5.49
2005-11-24,USGS,02204070,225,,,,5.44,5.36,5.39
2005-11-25,USGS,02204070,188,,,,5.36,5.27,5.30
2005-11-26,USGS,02204070,182,,,,5.32,5.25,5.29
2005-11-27,USGS,02204070,181,,,,5.33,5.25,5.29
2005-11-28,USGS,02204070,253,,,,5.91,5.29,5.43
2005-11-29,USGS,02204070,508,,,,6.07,5.65,5.85
2005-11-30,USGS,02204070,281,,,,5.74,5.40,5.50
2005-12-01,USGS,02204070,212,,,,5.41,5.32,5.36
2005-12-02,USGS,02204070,185,,,,5.34,5.27,5.30
2005-12-03,USGS,02204070,183,,,,5.33,5.27,5.29
2005-12-04,USGS,02204070,276,,,,5.86,5.31,5.47
2005-12-05,USGS,02204070,2010,,,,8.59,5.84,7.34
2005-12-06,USGS,02204070,572,,,,6.54,5.67,5.93
2005-12-07,USGS,02204070,304,,,,5.67,5.48,5.54
2005-12-08,USGS,02204070,252,,,,5.48,5.42,5.45
2005-12-09,USGS,02204070,359,,,,5.82,5.45,5.63
2005-12-10,USGS,02204070,251,,,,5.57,5.40,5.44
2005-12-11,USGS,02204070,223,,,,5.43,5.35,5.39
2005-12-12,USGS,02204070,212,,,,5.40,5.34,5.36
2005-12-13,USGS,02204070,198,,,,5.36,5.31,5.33
2005-12-14,USGS,02204070,194,,,,5.33,5.29,5.32
2005-12-15,USGS,02204070,1150,,,,8.01,5.33,6.44
2005-12-16,USGS,02204070,781,,,,7.37,5.75,6.17
2005-12-17,USGS,02204070,355,,,,5.75,5.57,5.63
2005-12-18,USGS,02204070,287,,,,5.57,5.48,5.52
2005-12-19,USGS,02204070,247,,,,5.51,5.40,5.44
2005-12-20,USGS,02204070,231,,,,5.43,5.37,5.40
2005-12-21,USGS,02204070,224,,,,5.41,5.37,5.39
2005-12-22,USGS,02204070,221,,,,5.40,5.36,5.38
2005-12-23,USGS,02204070,207,,,,5.37,5.33,5.35
2005-12-24,USGS,02204070,206,,,,5.38,5.31,5.35
2005-12-25,USGS,02204070,312,,,,5.69,5.38,5.55
2005-12-26,USGS,02204070,234,,,,5.53,5.36,5.41
2005-12-27,USGS,02204070,209,,,,5.40,5.32,5.35
2005-12-28,USGS,02204070,206,,,,5.38,5.32,5.35
2005-12-29,USGS,02204070,212,,,,5.39,5.35,5.36
2005-12-30,USGS,02204070,205,,,,5.39,5.31,5.35
2005-12-31,USGS,02204070,200,,,,5.38,5.30,5.33
2006-01-01,USGS,02204070,194,,,,5.37,5.29,5.32
2006-01-02,USGS,02204070,1330,,,,7.67,5.36,6.69
2006-01-03,USGS,02204070,667,,,,6.83,5.75,6.05
2006-01-04,USGS,02204070,350,,,,5.75,5.55,5.62
2006-01-05,USGS,02204070,276,,,,5.55,5.46,5.49
2006-01-06,USGS,02204070,250,,,,5.49,5.42,5.44
2006-01-07,USGS,02204070,230,,,,5.43,5.37,5.40
2006-01-08,USGS,02204070,223,,,,5.42,5.35,5.39
2006-01-09,USGS,02204070,216,,,,5.42,5.35,5.37
2006-01-10,USGS,02204070,207,,,,5.37,5.33,5.35
2006-01-11,USGS,02204070,207,,,,5.38,5.33,5.35
2006-01-12,USGS,02204070,226,,,,5.44,5.36,5.39
2006-01-13,USGS,02204070,308,,,,6.92,5.32,5.50
2006-01-14,USGS,02204070,618,,,,6.96,5.55,5.96
2006-01-15,USGS,02204070,265,,,,5.55,5.44,5.47
2006-01-16,USGS,02204070,237,,,,5.47,5.39,5.42
2006-01-17,USGS,02204070,334,,,,7.53,5.35,5.54
2006-01-18,USGS,02204070,1600,,,,8.32,5.93,6.96
2006-01-19,USGS,02204070,429,,,,5.93,5.64,5.74
2006-01-20,USGS,02204070,321,,,,5.64,5.53,5.57
2006-01-21,USGS,02204070,330,,,,5.86,5.49,5.58
2006-01-22,USGS,02204070,350,,,,5.83,5.55,5.62
2006-01-23,USGS,02204070,1020,,,,8.25,5.49,6.30
2006-01-24,USGS,02204070,1030,,,,8.13,5.86,6.43
2006-01-25,USGS,02204070,419,,,,5.86,5.65,5.73
2006-01-26,USGS,02204070,309,,,,5.66,5.52,5.55
2006-01-27,USGS,02204070,276,,,,5.52,5.47,5.49
2006-01-28,USGS,02204070,273,,,,5.51,5.47,5.49
2006-01-29,USGS,02204070,330,,,,5.86,5.46,5.58
2006-01-30,USGS,02204070,322,,,,5.80,5.51,5.57
2006-01-31,USGS,02204070,266,,,,5.52,5.43,5.47
2006-02-01,USGS,02204070,234,,,,5.44,5.39,5.41
2006-02-02,USGS,02204070,230,,,,5.43,5.38,5.40
2006-02-03,USGS,02204070,244,,,,5.45,5.42,5.43
2006-02-04,USGS,02204070,299,,,,5.74,5.38,5.53
2006-02-05,USGS,02204070,249,,,,5.55,5.39,5.44
2006-02-06,USGS,02204070,898,,,,9.29,5.39,6.08
2006-02-07,USGS,02204070,3180,,,,10.00,6.25,8.12
2006-02-08,USGS,02204070,612,,,,6.25,5.84,5.99
2006-02-09,USGS,02204070,423,,,,5.84,5.68,5.73
2006-02-10,USGS,02204070,354,,,,5.69,5.58,5.63
2006-02-11,USGS,02204070,509,,,,6.16,5.59,5.84
2006-02-12,USGS,02204070,382,,,,5.87,5.59,5.67
2006-02-13,USGS,02204070,301,,,,5.59,5.51,5.54
2006-02-14,USGS,02204070,280,,,,5.54,5.48,5.50
2006-02-15,USGS,02204070,270,,,,5.51,5.45,5.48
2006-02-16,USGS,02204070,259,,,,5.51,5.43,5.46
2006-02-17,USGS,02204070,250,,,,5.46,5.43,5.44
2006-02-18,USGS,02204070,246,,,,5.47,5.40,5.43
2006-02-19,USGS,02204070,247,,,,5.47,5.40,5.44
2006-02-20,USGS,02204070,249,,,,5.51,5.40,5.44
2006-02-21,USGS,02204070,277,,,,5.54,5.46,5.50
2006-02-22,USGS,02204070,389,10.5,10.1,10.3,7.96,5.39,5.62
2006-02-23,USGS,02204070,3080,10.2,9.6,9.9,9.32,6.48,8.17
2006-02-24,USGS,02204070,663,10.5,9.9,10.2,6.48,5.86,6.05
2006-02-25,USGS,02204070,856,,,,7.38,5.77,6.24
2006-02-26,USGS,02204070,1300,,,,7.56,6.05,6.73
2006-02-27,USGS,02204070,530,,,,6.05,5.80,5.88
2006-02-28,USGS,02204070,415,,,,5.80,5.66,5.72
2006-03-01,USGS,02204070,344,10.2,9.7,10.0,5.66,5.58,5.61
2006-03-02,USGS,02204070,309,9.7,9.5,9.6,5.60,5.53,5.55
2006-03-03,USGS,02204070,290,9.8,9.5,9.7,5.55,5.51,5.52
2006-03-04,USGS,02204070,281,10.4,9.8,10.1,5.54,5.47,5.50
2006-03-05,USGS,02204070,265,10.2,9.9,10.1,5.52,5.44,5.47
2006-03-06,USGS,02204070,261,9.9,9.2,9.7,5.49,5.44,5.47
2006-03-07,USGS,02204070,252,,,,5.48,5.43,5.45
2006-03-08,USGS,02204070,246,10.3,9.6,9.9,5.45,5.41,5.43
2006-03-09,USGS,02204070,240,10.1,9.5,9.8,5.44,5.40,5.42
2006-03-10,USGS,02204070,362,9.6,9.1,9.4,5.86,5.44,5.63
2006-03-11,USGS,02204070,284,9.1,8.6,8.9,5.63,5.47,5.51
2006-03-12,USGS,02204070,247,9.0,8.4,8.6,5.47,5.40,5.44
2006-03-13,USGS,02204070,240,9.0,8.2,8.6,5.45,5.38,5.42
2006-03-14,USGS,02204070,1190,8.8,8.3,8.6,8.17,5.43,6.52
2006-03-15,USGS,02204070,413,9.8,8.8,9.5,6.00,5.59,5.71
2006-03-16,USGS,02204070,303,10.3,9.8,10.1,5.60,5.50,5.54
2006-03-17,USGS,02204070,263,10.0,9.3,9.7,5.50,5.45,5.47
2006-03-18,USGS,02204070,246,9.9,7.9,9.3,5.46,5.41,5.44
2006-03-19,USGS,02204070,242,,,,5.46,5.40,5.43
2006-03-20,USGS,02204070,243,,,,5.57,5.41,5.43
2006-03-21,USGS,02204070,2190,11.4,10.0,10.9,9.00,5.57,7.44
2006-03-22,USGS,02204070,586,10.7,10.4,10.6,6.34,5.78,5.95
2006-03-23,USGS,02204070,395,10.7,10.4,10.6,5.78,5.64,5.69
2006-03-24,USGS,02204070,331,10.9,10.6,10.8,5.65,5.55,5.59
2006-03-25,USGS,02204070,294,11.2,10.7,10.9,5.55,5.50,5.53
2006-03-26,USGS,02204070,275,11.2,10.8,11.0,5.53,5.46,5.49
2006-03-27,USGS,02204070,262,11.2,10.7,11.0,5.51,5.45,5.47
2006-03-28,USGS,02204070,259,10.8,10.5,10.7,5.50,5.43,5.46
2006-03-29,USGS,02204070,266,11.1,10.3,10.8,5.52,5.45,5.48
2006-03-30,USGS,02204070,248,10.6,9.9,10.2,5.46,5.42,5.44
2006-03-31,USGS,02204070,241,10.2,9.3,9.8,5.44,5.41,5.42
2006-04-01,USGS,02204070,274,9.9,9.2,9.4,5.68,5.40,5.48
2006-04-02,USGS,02204070,293,9.5,7.9,9.1,5.68,5.47,5.52
2006-04-03,USGS,02204070,250,8.9,6.8,8.3,5.57,5.39,5.44
2006-04-04,USGS,02204070,255,9.2,6.7,8.0,5.57,5.40,5.45
2006-04-05,USGS,02204070,221,9.9,8.4,9.2,5.41,5.36,5.38
2006-04-06,USGS,02204070,219,9.6,8.6,9.2,5.40,5.35,5.38
2006-04-07,USGS,02204070,217,9.2,8.1,8.6,5.39,5.35,5.37
2006-04-08,USGS,02204070,322,8.3,7.6,8.0,5.89,5.37,5.55
2006-04-09,USGS,02204070,298,8.8,7.8,8.3,5.79,5.45,5.53
2006-04-10,USGS,02204070,223,9.2,8.1,8.6,5.46,5.36,5.39
2006-04-11,USGS,02204070,214,9.4,8.4,8.8,5.39,5.35,5.37
2006-04-12,USGS,02204070,210,9.5,8.3,8.8,5.37,5.35,5.36
2006-04-13,USGS,02204070,208,9.4,8.1,8.7,5.38,5.33,5.35
2006-04-14,USGS,02204070,207,9.1,7.6,8.3,5.37,5.33,5.35
2006-04-15,USGS,02204070,205,8.5,7.3,7.7,5.37,5.32,5.34
2006-04-16,USGS,02204070,201,8.2,6.9,7.4,5.36,5.30,5.33
2006-04-17,USGS,02204070,199,8.0,6.6,7.2,5.36,5.31,5.33
2006-04-18,USGS,02204070,192,7.8,6.5,7.0,5.34,5.29,5.31
2006-04-19,USGS,02204070,190,6.9,6.0,6.6,5.33,5.29,5.31
2006-04-20,USGS,02204070,196,7.6,6.5,6.9,5.36,5.30,5.32
2006-04-21,USGS,02204070,337,,,,5.86,5.36,5.59
2006-04-22,USGS,02204070,1260,,,,7.55,5.53,6.69
2006-04-23,USGS,02204070,419,,,,6.14,5.56,5.72
2006-04-24,USGS,02204070,263,,,,5.56,5.42,5.47
2006-04-25,USGS,02204070,226,,,,5.44,5.36,5.39
2006-04-26,USGS,02204070,207,,,,5.41,5.32,5.35
2006-04-27,USGS,02204070,252,,,,5.50,5.37,5.45
2006-04-28,USGS,02204070,196,,,,5.37,5.30,5.32
2006-04-29,USGS,02204070,187,,,,5.32,5.28,5.30
2006-04-30,USGS,02204070,187,,,,5.34,5.26,5.30
2006-05-01,USGS,02204070,183,,,,5.33,5.26,5.29
2006-05-02,USGS,02204070,182,,,,5.30,5.27,5.29
2006-05-03,USGS,02204070,178,,,,5.30,5.26,5.28
2006-05-04,USGS,02204070,179,,,,5.31,5.26,5.28
2006-05-05,USGS,02204070,214,10.0,7.6,8.6,5.54,5.27,5.36
2006-05-06,USGS,02204070,234,10.2,7.7,8.9,5.50,5.35,5.41
2006-05-07,USGS,02204070,1040,10.5,6.6,9.0,8.06,5.31,6.30
2006-05-08,USGS,02204070,603,,,,6.85,5.59,5.96
2006-05-09,USGS,02204070,281,,,,5.59,5.45,5.50
2006-05-10,USGS,02204070,248,8.5,8.0,8.2,5.78,5.36,5.43
2006-05-11,USGS,02204070,598,8.7,8.3,8.5,6.55,5.57,5.95
2006-05-12,USGS,02204070,261,8.9,8.4,8.6,5.57,5.41,5.46
2006-05-13,USGS,02204070,224,9.0,8.5,8.8,5.41,5.36,5.39
2006-05-14,USGS,02204070,218,8.9,8.4,8.6,5.44,5.33,5.37
2006-05-15,USGS,02204070,208,8.8,8.4,8.6,5.44,5.30,5.35
2006-05-16,USGS,02204070,186,8.9,8.2,8.7,5.33,5.28,5.30
2006-05-17,USGS,02204070,182,8.9,8.1,8.5,5.31,5.28,5.29
2006-05-18,USGS,02204070,179,8.9,8.1,8.5,5.31,5.26,5.28
2006-05-19,USGS,02204070,174,9.1,7.3,8.3,5.29,5.26,5.27
2006-05-20,USGS,02204070,169,,,,5.28,5.22,5.25
2006-05-21,USGS,02204070,167,,,,5.28,5.20,5.25
2006-05-22,USGS,02204070,162,9.9,7.4,8.7,5.27,5.22,5.24
2006-05-23,USGS,02204070,161,10.3,7.6,8.7,5.25,5.22,5.23
2006-05-24,USGS,02204070,158,10.3,7.8,8.8,5.25,5.20,5.22
2006-05-25,USGS,02204070,151,10.1,7.9,8.7,5.22,5.18,5.20
2006-05-26,USGS,02204070,165,9.6,7.6,8.4,5.31,5.19,5.24
2006-05-27,USGS,02204070,156,8.9,7.1,7.9,5.25,5.19,5.22
2006-05-28,USGS,02204070,150,8.7,6.2,7.5,5.23,5.17,5.20
2006-05-29,USGS,02204070,147,8.6,6.8,7.5,5.21,5.16,5.19
2006-05-30,USGS,02204070,144,8.5,6.7,7.4,5.21,5.16,5.18
2006-05-31,USGS,02204070,140,,,,5.19,5.14,5.17
2006-06-01,USGS,02204070,144,8.0,6.4,7.2,5.50,5.14,5.18
2006-06-02,USGS,02204070,299,7.5,6.5,7.0,6.47,5.24,5.51
2006-06-03,USGS,02204070,1320,6.9,6.3,6.7,8.03,5.63,6.68
2006-06-04,USGS,02204070,255,7.3,6.9,7.1,5.63,5.39,5.45
2006-06-05,USGS,02204070,208,7.4,7.0,7.2,5.44,5.29,5.35
2006-06-06,USGS,02204070,165,7.9,7.0,7.4,5.30,5.21,5.24
2006-06-07,USGS,02204070,152,8.1,7.1,7.5,5.24,5.18,5.20
2006-06-08,USGS,02204070,144,8.3,7.2,7.6,5.21,5.17,5.18
2006-06-09,USGS,02204070,141,8.7,7.2,7.8,5.19,5.15,5.17
2006-06-10,USGS,02204070,137,8.9,7.1,7.8,5.19,5.13,5.16
2006-06-11,USGS,02204070,135,9.0,6.8,7.7,5.18,5.13,5.15
2006-06-12,USGS,02204070,233,8.4,6.6,7.2,5.93,5.11,5.35
2006-06-13,USGS,02204070,355,,,,6.04,5.32,5.60
2006-06-14,USGS,02204070,180,,,,5.32,5.22,5.28
2006-06-15,USGS,02204070,146,,,,5.24,5.17,5.19
2006-06-16,USGS,02204070,137,,,,5.19,5.14,5.16
2006-06-17,USGS,02204070,132,,,,5.16,5.13,5.14
2006-06-18,USGS,02204070,128,,,,5.17,5.08,5.13
2006-06-19,USGS,02204070,126,,,,5.16,5.11,5.13
2006-06-20,USGS,02204070,124,,,,5.14,5.10,5.12
2006-06-21,USGS,02204070,121,9.2,,,5.13,5.08,5.11
2006-06-22,USGS,02204070,118,8.9,6.4,7.4,5.12,5.08,5.10
2006-06-23,USGS,02204070,120,9.0,6.3,7.4,5.15,5.08,5.10
2006-06-24,USGS,02204070,140,7.8,6.1,6.7,5.23,5.13,5.17
2006-06-25,USGS,02204070,896,,5.9,,8.08,5.09,6.17
2006-06-26,USGS,02204070,1010,7.4,6.2,6.8,8.00,5.74,6.41
2006-06-27,USGS,02204070,1050,,,,7.43,5.64,6.46
2006-06-28,USGS,02204070,263,,,,5.64,5.37,5.46
2006-06-29,USGS,02204070,187,,,,5.37,5.25,5.30
2006-06-30,USGS,02204070,153,,,,5.25,5.19,5.21
2006-07-01,USGS,02204070,140,,,,5.20,5.15,5.17
2006-07-02,USGS,02204070,135,,,,5.18,5.13,5.15
2006-07-03,USGS,02204070,130,,,,5.17,5.12,5.14
2006-07-04,USGS,02204070,174,,,,5.46,5.11,5.26
2006-07-05,USGS,02204070,645,,,,7.10,5.21,5.96
2006-07-06,USGS,02204070,200,,,,5.45,5.29,5.33
2006-07-07,USGS,02204070,174,,,,5.30,5.23,5.27
2006-07-08,USGS,02204070,140,7.0,6.4,6.6,5.23,5.14,5.17
2006-07-09,USGS,02204070,130,7.5,6.5,7.0,5.18,5.10,5.14
2006-07-10,USGS,02204070,126,7.6,6.7,7.0,5.16,5.11,5.13
2006-07-11,USGS,02204070,157,7.7,6.6,7.2,,,5.22
2006-07-12,USGS,02204070,134,,,,5.18,5.13,5.15
2006-07-13,USGS,02204070,128,,,,5.15,5.11,5.13
2006-07-14,USGS,02204070,123,,,,5.13,5.10,5.12
2006-07-15,USGS,02204070,120,,,,5.13,5.08,5.10
2006-07-16,USGS,02204070,137,,,,5.19,5.12,5.16
2006-07-17,USGS,02204070,161,,,,5.32,5.16,5.23
2006-07-18,USGS,02204070,128,,,,5.20,5.09,5.13
2006-07-19,USGS,02204070,113,,,,5.10,5.06,5.08
2006-07-20,USGS,02204070,114,,,,5.11,5.06,5.08
2006-07-21,USGS,02204070,118,,,,5.11,5.07,5.10
2006-07-22,USGS,02204070,120,8.0,5.8,6.8,5.15,5.06,5.10
2006-07-23,USGS,02204070,122,7.6,5.8,6.5,5.15,5.08,5.11
2006-07-24,USGS,02204070,116,7.7,5.7,6.5,5.12,5.07,5.09
2006-07-25,USGS,02204070,123,7.7,5.8,6.6,5.31,5.09,5.11
2006-07-26,USGS,02204070,147,7.7,5.9,6.7,5.31,5.14,5.19
2006-07-27,USGS,02204070,116,7.7,5.6,6.4,5.14,5.06,5.09
2006-07-28,USGS,02204070,109,7.8,5.7,6.6,5.09,5.05,5.06
2006-07-29,USGS,02204070,105,7.5,5.6,6.3,5.09,5.02,5.05
2006-07-30,USGS,02204070,230,7.1,4.7,5.8,5.70,5.09,5.37
2006-07-31,USGS,02204070,143,5.6,4.7,5.3,5.28,5.14,5.18
2006-08-01,USGS,02204070,124,5.5,4.8,5.1,5.15,5.09,5.12
2006-08-02,USGS,02204070,109,5.8,4.7,5.2,,,
2006-08-03,USGS,02204070,104,,,,,,
2006-08-04,USGS,02204070,102,,,,,,
2006-08-05,USGS,02204070,104,,,,,,
2006-08-06,USGS,02204070,102,,,,,,
2006-08-07,USGS,02204070,102,,,,,,
2006-08-08,USGS,02204070,100,,,,,,
2006-08-09,USGS,02204070,118,7.4,6.3,7.0,,,
2006-08-10,USGS,02204070,275,7.5,6.8,7.1,,,
2006-08-11,USGS,02204070,783,6.9,5.7,6.5,7.30,5.47,6.14
2006-08-12,USGS,02204070,199,6.8,5.9,6.4,5.47,5.28,5.33
2006-08-13,USGS,02204070,170,7.0,5.3,6.3,5.28,5.24,5.26
2006-08-14,USGS,02204070,139,6.7,5.0,5.8,5.24,5.14,5.17
2006-08-15,USGS,02204070,130,6.3,5.0,5.7,5.18,5.10,5.14
2006-08-16,USGS,02204070,230,,,,5.63,5.18,5.39
2006-08-17,USGS,02204070,162,,,,5.29,5.19,5.23
2006-08-18,USGS,02204070,129,6.6,6.0,6.3,5.19,5.11,5.13
2006-08-19,USGS,02204070,118,6.9,6.1,6.4,5.13,5.07,5.10
2006-08-20,USGS,02204070,131,6.6,6.1,6.3,5.66,5.05,5.13
2006-08-21,USGS,02204070,343,6.5,3.8,5.8,5.93,5.35,5.60
2006-08-22,USGS,02204070,1950,6.3,4.0,5.8,8.75,5.41,7.20
2006-08-23,USGS,02204070,412,6.9,5.8,6.5,6.12,5.46,5.70
2006-08-24,USGS,02204070,226,6.9,6.6,6.7,5.46,5.32,5.39
2006-08-25,USGS,02204070,206,6.9,6.5,6.7,5.44,5.29,5.34
2006-08-26,USGS,02204070,160,6.7,5.9,6.5,5.29,5.19,5.23
2006-08-27,USGS,02204070,143,6.7,6.0,6.5,5.22,5.15,5.18
2006-08-28,USGS,02204070,134,6.6,5.2,6.1,5.20,5.12,5.15
2006-08-29,USGS,02204070,237,6.4,3.9,5.5,5.69,5.17,5.40
2006-08-30,USGS,02204070,164,6.7,5.2,6.1,5.28,5.20,5.24
2006-08-31,USGS,02204070,2730,,,,9.04,5.26,7.81
2006-09-01,USGS,02204070,1740,,,,9.05,5.76,7.00
2006-09-02,USGS,02204070,324,,,,5.76,5.49,5.58
2006-09-03,USGS,02204070,250,,,,5.55,5.36,5.44
2006-09-04,USGS,02204070,249,,,,5.55,5.36,5.44
2006-09-05,USGS,02204070,176,,,,5.36,5.24,5.27
2006-09-06,USGS,02204070,307,,,,5.92,5.33,5.53
2006-09-07,USGS,02204070,175,7.3,6.9,7.1,5.34,5.23,5.27
2006-09-08,USGS,02204070,151,7.4,7.1,7.2,5.23,5.19,5.20
2006-09-09,USGS,02204070,144,7.5,7.1,7.4,5.21,5.15,5.18
2006-09-10,USGS,02204070,141,7.7,7.3,7.4,5.20,5.14,5.17
2006-09-11,USGS,02204070,139,7.8,7.4,7.5,5.20,5.14,5.17
2006-09-12,USGS,02204070,130,8.0,7.3,7.6,5.17,5.11,5.14
2006-09-13,USGS,02204070,1110,,,,8.16,5.16,6.34
2006-09-14,USGS,02204070,472,,,,6.62,5.48,5.78
2006-09-15,USGS,02204070,219,,,,5.48,5.33,5.37
2006-09-16,USGS,02204070,178,,,,5.33,5.25,5.28
2006-09-17,USGS,02204070,155,,,,5.27,5.18,5.21
2006-09-18,USGS,02204070,148,,,,5.24,5.16,5.19
2006-09-19,USGS,02204070,256,,,,5.71,5.22,5.44
2006-09-20,USGS,02204070,167,,,,5.32,5.21,5.25
2006-09-21,USGS,02204070,144,8.4,7.8,8.1,5.23,5.13,5.18
2006-09-22,USGS,02204070,134,8.5,8.0,8.2,5.17,5.13,5.15
2006-09-23,USGS,02204070,135,8.2,7.6,7.9,5.18,5.12,5.15
2006-09-24,USGS,02204070,145,8.0,7.5,7.7,5.47,5.12,5.18
2006-09-25,USGS,02204070,367,7.7,7.4,7.5,5.97,5.33,5.63
2006-09-26,USGS,02204070,167,8.1,7.4,7.7,5.33,5.19,5.25
2006-09-27,USGS,02204070,145,8.1,7.4,7.9,5.22,5.16,5.19
2006-09-28,USGS,02204070,130,8.1,7.6,7.8,5.18,5.11,5.14
2006-09-29,USGS,02204070,138,8.5,7.5,7.9,5.21,5.10,5.16
2006-09-30,USGS,02204070,127,8.8,7.9,8.3,5.16,5.09,5.13
2006-10-01,USGS,02204070,126,8.6,8.1,8.2,5.18,5.08,5.12
2006-10-02,USGS,02204070,125,8.5,7.8,8.0,5.18,5.09,5.12
2006-10-03,USGS,02204070,121,8.7,7.5,7.9,5.13,5.08,5.11
2006-10-04,USGS,02204070,118,8.6,7.4,7.9,5.12,5.07,5.10
2006-10-05,USGS,02204070,116,8.4,7.3,7.8,5.12,5.06,5.09
2006-10-06,USGS,02204070,117,8.2,6.8,7.5,5.12,5.07,5.09
2006-10-07,USGS,02204070,114,8.4,6.9,7.6,5.11,5.05,5.08
2006-10-08,USGS,02204070,117,8.5,6.9,7.6,5.14,5.06,5.09
2006-10-09,USGS,02204070,116,8.3,6.7,7.6,5.14,5.05,5.09
2006-10-10,USGS,02204070,112,8.2,6.9,7.5,5.12,5.04,5.08
2006-10-11,USGS,02204070,113,7.9,6.3,7.2,5.11,5.05,5.08
2006-10-12,USGS,02204070,185,,,,5.49,5.11,5.28
2006-10-13,USGS,02204070,133,,,,5.22,5.10,5.15
2006-10-14,USGS,02204070,113,,,,5.13,5.04,5.08
2006-10-15,USGS,02204070,112,,,,5.12,5.04,5.07
2006-10-16,USGS,02204070,113,,,,,,5.08
2006-10-17,USGS,02204070,338,9.1,8.4,8.6,6.37,5.09,5.48
2006-10-18,USGS,02204070,332,8.5,7.6,8.0,6.25,5.32,5.56
2006-10-19,USGS,02204070,162,7.6,7.3,7.5,5.32,5.20,5.23
2006-10-20,USGS,02204070,192,,,,5.47,5.17,5.31
2006-10-21,USGS,02204070,149,,,,5.28,5.16,5.20
2006-10-22,USGS,02204070,172,,,,5.45,5.13,5.25
2006-10-23,USGS,02204070,169,,,,5.43,5.17,5.25
2006-10-24,USGS,02204070,132,8.0,7.4,7.8,5.19,5.11,5.14
2006-10-25,USGS,02204070,124,8.5,7.8,8.2,5.13,5.10,5.12
2006-10-26,USGS,02204070,124,8.2,7.9,8.1,5.13,5.10,5.12
2006-10-27,USGS,02204070,558,7.9,7.5,7.8,7.46,5.11,5.72
2006-10-28,USGS,02204070,841,,,,7.45,5.57,6.22
2006-10-29,USGS,02204070,237,,,,5.57,5.36,5.41
2006-10-30,USGS,02204070,180,,,,5.37,5.24,5.28
2006-10-31,USGS,02204070,160,8.0,7.7,7.9,5.27,5.20,5.23
2006-11-01,USGS,02204070,144,7.9,7.5,7.7,5.20,5.16,5.18
2006-11-02,USGS,02204070,138,7.7,7.5,7.6,5.19,5.14,5.16
2006-11-03,USGS,02204070,132,8.4,7.6,8.0,5.17,5.12,5.14
2006-11-04,USGS,02204070,130,8.8,8.1,8.6,5.19,5.11,5.14
2006-11-05,USGS,02204070,133,9.2,8.5,8.9,5.19,5.10,5.15
2006-11-06,USGS,02204070,134,9.0,8.6,8.8,5.19,5.12,5.15
2006-11-07,USGS,02204070,239,8.6,7.6,7.9,6.33,5.14,5.35
2006-11-08,USGS,02204070,474,8.1,7.3,7.7,6.39,5.41,5.77
2006-11-09,USGS,02204070,195,8.3,6.9,7.4,5.41,5.28,5.32
2006-11-10,USGS,02204070,163,8.5,7.9,8.2,5.28,5.20,5.24
2006-11-11,USGS,02204070,149,8.7,7.3,8.1,5.24,5.17,5.20
2006-11-12,USGS,02204070,161,8.9,7.0,8.0,5.28,5.17,5.23
2006-11-13,USGS,02204070,156,9.2,7.4,8.7,5.28,5.20,5.22
2006-11-14,USGS,02204070,141,,,,5.20,5.15,5.17
2006-11-15,USGS,02204070,783,,,,9.19,5.17,5.85
2006-11-16,USGS,02204070,3280,8.8,8.2,8.4,9.83,6.21,8.19
2006-11-17,USGS,02204070,511,9.1,8.8,9.0,6.21,5.65,5.84
2006-11-18,USGS,02204070,288,9.3,8.9,9.1,5.65,5.47,5.53
2006-11-19,USGS,02204070,220,9.4,9.1,9.3,5.47,5.35,5.40
2006-11-20,USGS,02204070,193,9.5,8.9,9.3,5.39,5.30,5.33
2006-11-21,USGS,02204070,185,9.8,9.4,9.6,5.35,5.29,5.32
